"#","00_IDENTIFICADOR DE L'ALUMNE/A","01_NOM","02_DATA NAIXEMENT","03_RESPONSABLE 1","04_TELÈFON RESP. 1","05_MÒBIL RESP. 1","06_ADREÇA ELECTR. RESP. 1","07_RESPONSABLE 2","08_TELÈFON RESP. 2","09_MÒBIL RESP. 2","10_ADREÇA ELECTR. RESP. 2","11_ADREÇA","12_LOCALITAT","13_MUNICIPI","14_CORREU ELECTRÒNIC","15_ALTRES TELÈFONS","16_CENTRE PROCEDÈNCIA","17_GRUPSCLASSE"
"1","46708376491","Marco Requena, Jaume","24/10/1992","Quesada Cortes, Adriana","+34 XXXXXXX","+34 XXXXXXX","jaume@mailintaor.com","Marti Vera, Aitana","+34 XXXXZZZZ","+34 XXXXLLL","adriana@mailintaor.com","c/ de l'aviador Aitana Marti Vera","L'Armentera","Albanyà","jaume@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","19768735812","Vicente Ros, Mohamed","28/04/1993","Montes Cardona, Leo","+34 XXXXXXX","+34 XXXXXXX","mohamed@mailintaor.com","Medina Cano, Adam","+34 XXXXZZZZ","+34 XXXXLLL","leo@mailintaor.com","c/ de l'aviador Adam Medina Cano","L'Armentera","Albanyà","mohamed@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","92056013502","Bonet Carrillo, Roc","14/04/1994","Hurtado Dominguez, Javier","+34 XXXXXXX","+34 XXXXXXX","roc@mailintaor.com","Camacho Guerra, Jordi","+34 XXXXZZZZ","+34 XXXXLLL","javier@mailintaor.com","c/ de l'aviador Jordi Camacho Guerra","L'Armentera","Albanyà","roc@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","87533559534","Vazquez Montes, Irene","14/05/1999","Gallego Hidalgo, Carlos","+34 XXXXXXX","+34 XXXXXXX","irene@mailintaor.com","Reyes Pla, Gisela","+34 XXXXZZZZ","+34 XXXXLLL","carlos@mailintaor.com","c/ de l'aviador Gisela Reyes Pla","L'Armentera","Albanyà","irene@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","53263133162","Ferrer Reyes, Miquel","24/11/1998","Rius Montes, Adriana","+34 XXXXXXX","+34 XXXXXXX","miquel@mailintaor.com","Manzano Fuentes, Gisela","+34 XXXXZZZZ","+34 XXXXLLL","adriana@mailintaor.com","c/ de l'aviador Gisela Manzano Fuentes","L'Armentera","Albanyà","miquel@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","56775788086","Sabate Bosch, Albert","23/03/1995","Ortiz Valle, Albert","+34 XXXXXXX","+34 XXXXXXX","albert@mailintaor.com","Valencia Estrada, Emma","+34 XXXXZZZZ","+34 XXXXLLL","albert@mailintaor.com","c/ de l'aviador Emma Valencia Estrada","L'Armentera","Albanyà","albert@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","72771668760","Saez Santamaria, Valentina","05/04/1995","Ortiz Casas, Marcos","+34 XXXXXXX","+34 XXXXXXX","valentina@mailintaor.com","Montes Martin, Antonio","+34 XXXXZZZZ","+34 XXXXLLL","marcos@mailintaor.com","c/ de l'aviador Antonio Montes Martin","L'Armentera","Albanyà","valentina@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","95609154239","Singh Cuevas, Ainara","24/08/1998","Simon Reyes, Lola","+34 XXXXXXX","+34 XXXXXXX","ainara@mailintaor.com","Valencia Carmona, Iris","+34 XXXXZZZZ","+34 XXXXLLL","lola@mailintaor.com","c/ de l'aviador Iris Valencia Carmona","L'Armentera","Albanyà","ainara@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","95292800946","Bautista Duran, Max","14/04/1993","Rivas Capdevila, Lluc","+34 XXXXXXX","+34 XXXXXXX","max@mailintaor.com","Lorenzo Miguel, Valentina","+34 XXXXZZZZ","+34 XXXXLLL","lluc@mailintaor.com","c/ de l'aviador Valentina Lorenzo Miguel","L'Armentera","Albanyà","max@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","16994853855","Castaño Rey, Iris","17/10/1995","Rivera Nuñez, Queralt","+34 XXXXXXX","+34 XXXXXXX","iris@mailintaor.com","Diaz Rubio, Judit","+34 XXXXZZZZ","+34 XXXXLLL","queralt@mailintaor.com","c/ de l'aviador Judit Diaz Rubio","L'Armentera","Albanyà","iris@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","19344842656","Martinez Ordoñez, Sergio","12/01/1990","Mateo Piñol, Anna","+34 XXXXXXX","+34 XXXXXXX","sergio@mailintaor.com","Cabrera Costa, Roger","+34 XXXXZZZZ","+34 XXXXLLL","anna@mailintaor.com","c/ de l'aviador Roger Cabrera Costa","L'Armentera","Albanyà","sergio@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","25744045854","Lorente Alsina, Judit","20/07/1996","Bertran Martin, Elsa","+34 XXXXXXX","+34 XXXXXXX","judit@mailintaor.com","Lazaro Ramirez, Carlota","+34 XXXXZZZZ","+34 XXXXLLL","elsa@mailintaor.com","c/ de l'aviador Carlota Lazaro Ramirez","L'Armentera","Albanyà","judit@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","51541971934","Pacheco Pascual, Malak","09/01/1995","Manzano Castillo, David","+34 XXXXXXX","+34 XXXXXXX","malak@mailintaor.com","Blanco Valero, Aitana","+34 XXXXZZZZ","+34 XXXXLLL","david@mailintaor.com","c/ de l'aviador Aitana Blanco Valero","L'Armentera","Albanyà","malak@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","85346406295","Santamaria Gallego, Emma","10/08/1994","Gallego Andres, Eva","+34 XXXXXXX","+34 XXXXXXX","emma@mailintaor.com","Galindo Vargas, Javier","+34 XXXXZZZZ","+34 XXXXLLL","eva@mailintaor.com","c/ de l'aviador Javier Galindo Vargas","L'Armentera","Albanyà","emma@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","33342723724","Robles Guerra, Carlos","24/12/1993","Llorens Vega, Ferran","+34 XXXXXXX","+34 XXXXXXX","carlos@mailintaor.com","Nadal Cortes, Noa","+34 XXXXZZZZ","+34 XXXXLLL","ferran@mailintaor.com","c/ de l'aviador Noa Nadal Cortes","L'Armentera","Albanyà","carlos@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","27062987078","Casas Collado, Pau","16/07/1991","Pages Molina, Leo","+34 XXXXXXX","+34 XXXXXXX","pau@mailintaor.com","Coll Busquets, Marwa","+34 XXXXZZZZ","+34 XXXXLLL","leo@mailintaor.com","c/ de l'aviador Marwa Coll Busquets","L'Armentera","Albanyà","pau@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","61714002617","Planas Tomas, Lluc","24/10/1995","Palacios Moya, Ona","+34 XXXXXXX","+34 XXXXXXX","lluc@mailintaor.com","Costa Palau, Marc","+34 XXXXZZZZ","+34 XXXXLLL","ona@mailintaor.com","c/ de l'aviador Marc Costa Palau","L'Armentera","Albanyà","lluc@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","54391189185","Moya Ferre, Aina","15/05/1999","Aparicio Velasco, Adrià","+34 XXXXXXX","+34 XXXXXXX","aina@mailintaor.com","Lazaro Ibañez, Marc","+34 XXXXZZZZ","+34 XXXXLLL","adria@mailintaor.com","c/ de l'aviador Marc Lazaro Ibañez","L'Armentera","Albanyà","aina@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","74019574705","Lopez Cabrera, Max","27/10/1990","Villar Quesada, Mario","+34 XXXXXXX","+34 XXXXXXX","max@mailintaor.com","Pereira Garriga, Lucía","+34 XXXXZZZZ","+34 XXXXLLL","mario@mailintaor.com","c/ de l'aviador Lucía Pereira Garriga","L'Armentera","Albanyà","max@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","86416580211","Rico Soria, Sara","11/09/1994","Codina Soto, Víctor","+34 XXXXXXX","+34 XXXXXXX","sara@mailintaor.com","Miro Tomas, Izan","+34 XXXXZZZZ","+34 XXXXLLL","victor@mailintaor.com","c/ de l'aviador Izan Miro Tomas","L'Armentera","Albanyà","sara@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","16203312312","Valverde Salas, Álvaro","24/09/1996","Contreras Estrada, Mohamed","+34 XXXXXXX","+34 XXXXXXX","alvaro@mailintaor.com","Cabrera Lopez, Sergi","+34 XXXXZZZZ","+34 XXXXLLL","mohamed@mailintaor.com","c/ de l'aviador Sergi Cabrera Lopez","L'Armentera","Albanyà","alvaro@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","12976518427","Ramos Aguilera, Pol","28/10/1992","Casals Jimenez, Pol","+34 XXXXXXX","+34 XXXXXXX","pol@mailintaor.com","Alsina Marti, Mariona","+34 XXXXZZZZ","+34 XXXXLLL","pol@mailintaor.com","c/ de l'aviador Mariona Alsina Marti","L'Armentera","Albanyà","pol@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","60000332754","Perez Casas, Sara","21/08/1999","Farre Rodriguez, Berta","+34 XXXXXXX","+34 XXXXXXX","sara@mailintaor.com","Castro Singh, Nora","+34 XXXXZZZZ","+34 XXXXLLL","berta@mailintaor.com","c/ de l'aviador Nora Castro Singh","L'Armentera","Albanyà","sara@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","17761983631","Sans Delgado, Jan","24/08/1995","Valero Duran, Ian","+34 XXXXXXX","+34 XXXXXXX","jan@mailintaor.com","Oliva Figueras, Laura","+34 XXXXZZZZ","+34 XXXXLLL","ian@mailintaor.com","c/ de l'aviador Laura Oliva Figueras","L'Armentera","Albanyà","jan@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","42881860826","Pages Alonso, Naia","07/12/1998","Izquierdo Sanchez, Quim","+34 XXXXXXX","+34 XXXXXXX","naia@mailintaor.com","Mendez Mora, Daniela","+34 XXXXZZZZ","+34 XXXXLLL","quim@mailintaor.com","c/ de l'aviador Daniela Mendez Mora","L'Armentera","Albanyà","naia@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","88818997309","Alonso Domingo, Mar","04/01/1994","Salvador Miralles, Adam","+34 XXXXXXX","+34 XXXXXXX","mar@mailintaor.com","Campos Andres, Lola","+34 XXXXZZZZ","+34 XXXXLLL","adam@mailintaor.com","c/ de l'aviador Lola Campos Andres","L'Armentera","Albanyà","mar@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","12202076802","Castillo Cabello, Irene","26/01/1997","Quesada Ordoñez, Pablo","+34 XXXXXXX","+34 XXXXXXX","irene@mailintaor.com","Grau Reyes, Paula","+34 XXXXZZZZ","+34 XXXXLLL","pablo@mailintaor.com","c/ de l'aviador Paula Grau Reyes","L'Armentera","Albanyà","irene@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","68293875271","Lorente Santos, Aleix","10/04/1997","Suarez Pujol, Mar","+34 XXXXXXX","+34 XXXXXXX","aleix@mailintaor.com","Sierra Linares, Eva","+34 XXXXZZZZ","+34 XXXXLLL","mar@mailintaor.com","c/ de l'aviador Eva Sierra Linares","L'Armentera","Albanyà","aleix@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","62503599429","Andreu Lozano, Marina","25/04/1998","Vega Bravo, Bernat","+34 XXXXXXX","+34 XXXXXXX","marina@mailintaor.com","Camacho Prat, Rayan","+34 XXXXZZZZ","+34 XXXXLLL","bernat@mailintaor.com","c/ de l'aviador Rayan Camacho Prat","L'Armentera","Albanyà","marina@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","73364427201","Padilla Garrido, Alan","17/01/1998","Bernal Estrada, Marcos","+34 XXXXXXX","+34 XXXXXXX","alan@mailintaor.com","Romero Alcaraz, Pau","+34 XXXXZZZZ","+34 XXXXLLL","marcos@mailintaor.com","c/ de l'aviador Pau Romero Alcaraz","L'Armentera","Albanyà","alan@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","66056867863","Ferrer Linares, Marta","20/08/1995","Casanovas Collado, Antonio","+34 XXXXXXX","+34 XXXXXXX","marta@mailintaor.com","Sala Vega, Valentina","+34 XXXXZZZZ","+34 XXXXLLL","antonio@mailintaor.com","c/ de l'aviador Valentina Sala Vega","L'Armentera","Albanyà","marta@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","29371039469","Sierra Alarcon, Inés","22/05/1996","Valles Plaza, Joana","+34 XXXXXXX","+34 XXXXXXX","ines@mailintaor.com","Rey Sala, Max","+34 XXXXZZZZ","+34 XXXXLLL","joana@mailintaor.com","c/ de l'aviador Max Rey Sala","L'Armentera","Albanyà","ines@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","43780208613","Vila Carbonell, Arlet","26/12/1991","Lorenzo Andreu, Martina","+34 XXXXXXX","+34 XXXXXXX","arlet@mailintaor.com","Mata Cano, Daniel","+34 XXXXZZZZ","+34 XXXXLLL","martina@mailintaor.com","c/ de l'aviador Daniel Mata Cano","L'Armentera","Albanyà","arlet@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","49559255409","Ibañez Izquierdo, Alejandro","25/05/1993","Salvador Marin, Bruna","+34 XXXXXXX","+34 XXXXXXX","alejandro@mailintaor.com","Prieto Prats, Blanca","+34 XXXXZZZZ","+34 XXXXLLL","bruna@mailintaor.com","c/ de l'aviador Blanca Prieto Prats","L'Armentera","Albanyà","alejandro@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","20203951838","Ibañez Pastor, Salma","02/12/1999","Bertran Valle, Noa","+34 XXXXXXX","+34 XXXXXXX","salma@mailintaor.com","Carrera Rueda, Emma","+34 XXXXZZZZ","+34 XXXXLLL","noa@mailintaor.com","c/ de l'aviador Emma Carrera Rueda","L'Armentera","Albanyà","salma@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","16540188618","Nuñez Gonzalez, Leyre","01/06/1990","Rueda Luna, Gabriel","+34 XXXXXXX","+34 XXXXXXX","leyre@mailintaor.com","Nieto Rueda, Ana","+34 XXXXZZZZ","+34 XXXXLLL","gabriel@mailintaor.com","c/ de l'aviador Ana Nieto Rueda","L'Armentera","Albanyà","leyre@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","84976204647","Galan Calderon, Izan","16/04/1994","Cabrera Marin, Lucía","+34 XXXXXXX","+34 XXXXXXX","izan@mailintaor.com","Ruiz Benito, Marina","+34 XXXXZZZZ","+34 XXXXLLL","lucia@mailintaor.com","c/ de l'aviador Marina Ruiz Benito","L'Armentera","Albanyà","izan@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","23534196661","Llorens Lorente, Ainhoa","01/09/1992","Blanch Soto, Samuel","+34 XXXXXXX","+34 XXXXXXX","ainhoa@mailintaor.com","Muñoz Mas, Diego","+34 XXXXZZZZ","+34 XXXXLLL","samuel@mailintaor.com","c/ de l'aviador Diego Muñoz Mas","L'Armentera","Albanyà","ainhoa@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","85809380135","Sanz Coll, Diego","05/05/1997","Juan Galindo, Gisela","+34 XXXXXXX","+34 XXXXXXX","diego@mailintaor.com","Rios Carrera, Oriol","+34 XXXXZZZZ","+34 XXXXLLL","gisela@mailintaor.com","c/ de l'aviador Oriol Rios Carrera","L'Armentera","Albanyà","diego@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","58948289698","Bermudez Sole, Cristina","23/02/1991","Ortega Mateo, Pau","+34 XXXXXXX","+34 XXXXXXX","cristina@mailintaor.com","Cruz Sanz, David","+34 XXXXZZZZ","+34 XXXXLLL","pau@mailintaor.com","c/ de l'aviador David Cruz Sanz","L'Armentera","Albanyà","cristina@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","23596283253","Medina Medina, Víctor","24/02/1997","Valles Blanch, Helena","+34 XXXXXXX","+34 XXXXXXX","victor@mailintaor.com","Salazar Pacheco, Jan","+34 XXXXZZZZ","+34 XXXXLLL","helena@mailintaor.com","c/ de l'aviador Jan Salazar Pacheco","L'Armentera","Albanyà","victor@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","92039113983","Salazar Cabello, Hugo","28/01/1991","Garcia Asensio, Anna","+34 XXXXXXX","+34 XXXXXXX","hugo@mailintaor.com","Rios Padilla, Valentina","+34 XXXXZZZZ","+34 XXXXLLL","anna@mailintaor.com","c/ de l'aviador Valentina Rios Padilla","L'Armentera","Albanyà","hugo@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","23528487795","Castro Cuevas, Clara","31/08/1996","Leon Romero, Gisela","+34 XXXXXXX","+34 XXXXXXX","clara@mailintaor.com","Ribera Dalmau, Iris","+34 XXXXZZZZ","+34 XXXXLLL","gisela@mailintaor.com","c/ de l'aviador Iris Ribera Dalmau","L'Armentera","Albanyà","clara@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","38502922769","Singh Leon, Mariona","19/06/1998","Ortiz Quesada, Víctor","+34 XXXXXXX","+34 XXXXXXX","mariona@mailintaor.com","Bueno Marco, Judit","+34 XXXXZZZZ","+34 XXXXLLL","victor@mailintaor.com","c/ de l'aviador Judit Bueno Marco","L'Armentera","Albanyà","mariona@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","89868891483","Aparicio Tomas, Anna","07/03/1995","Domenech Valle, Lluc","+34 XXXXXXX","+34 XXXXXXX","anna@mailintaor.com","Vargas Pons, Bruno","+34 XXXXZZZZ","+34 XXXXLLL","lluc@mailintaor.com","c/ de l'aviador Bruno Vargas Pons","L'Armentera","Albanyà","anna@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","30307622573","Comas Gomez, Jaume","11/09/1998","Gonzalez Casado, Marc","+34 XXXXXXX","+34 XXXXXXX","jaume@mailintaor.com","Lorente Rovira, Pau","+34 XXXXZZZZ","+34 XXXXLLL","marc@mailintaor.com","c/ de l'aviador Pau Lorente Rovira","L'Armentera","Albanyà","jaume@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","72419822390","Serra Rivera, Marta","03/07/1999","Torres Navas, Aina","+34 XXXXXXX","+34 XXXXXXX","marta@mailintaor.com","Ferrer Alcaraz, Joan","+34 XXXXZZZZ","+34 XXXXLLL","aina@mailintaor.com","c/ de l'aviador Joan Ferrer Alcaraz","L'Armentera","Albanyà","marta@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","48622741385","Esteban Cano, Oriol","24/08/1991","Piñol Sans, Sergio","+34 XXXXXXX","+34 XXXXXXX","oriol@mailintaor.com","Miranda Navas, Bruna","+34 XXXXZZZZ","+34 XXXXLLL","sergio@mailintaor.com","c/ de l'aviador Bruna Miranda Navas","L'Armentera","Albanyà","oriol@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","53294399459","Lopez Gracia, Mohamed","30/04/1998","Lozano Silva, Leyre","+34 XXXXXXX","+34 XXXXXXX","mohamed@mailintaor.com","Avila Sala, Dídac","+34 XXXXZZZZ","+34 XXXXLLL","leyre@mailintaor.com","c/ de l'aviador Dídac Avila Sala","L'Armentera","Albanyà","mohamed@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","82960603802","Hidalgo Morales, Erik","16/06/1995","Singh Morales, Noa","+34 XXXXXXX","+34 XXXXXXX","erik@mailintaor.com","Silva Dalmau, Roger","+34 XXXXZZZZ","+34 XXXXLLL","noa@mailintaor.com","c/ de l'aviador Roger Silva Dalmau","L'Armentera","Albanyà","erik@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","50443520722","Zamora Heredia, Ivet","26/09/1990","Grau Valls, Nora","+34 XXXXXXX","+34 XXXXXXX","ivet@mailintaor.com","Diaz Collado, Mohamed","+34 XXXXZZZZ","+34 XXXXLLL","nora@mailintaor.com","c/ de l'aviador Mohamed Diaz Collado","L'Armentera","Albanyà","ivet@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","21802278145","Gutierrez Oliver, Ainhoa","19/04/1993","Bermudez Cardenas, Pau","+34 XXXXXXX","+34 XXXXXXX","ainhoa@mailintaor.com","Codina Pereira, Eva","+34 XXXXZZZZ","+34 XXXXLLL","pau@mailintaor.com","c/ de l'aviador Eva Codina Pereira","L'Armentera","Albanyà","ainhoa@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","12215572760","Segura Ramos, Jana","14/03/1990","Redondo Ibañez, Ona","+34 XXXXXXX","+34 XXXXXXX","jana@mailintaor.com","Oliva Marti, Nil","+34 XXXXZZZZ","+34 XXXXLLL","ona@mailintaor.com","c/ de l'aviador Nil Oliva Marti","L'Armentera","Albanyà","jana@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","96350400369","Gil Moya, Adrián","06/11/1999","Gutierrez Garrido, Paula","+34 XXXXXXX","+34 XXXXXXX","adrian@mailintaor.com","Alsina Figueras, Aya","+34 XXXXZZZZ","+34 XXXXLLL","paula@mailintaor.com","c/ de l'aviador Aya Alsina Figueras","L'Armentera","Albanyà","adrian@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","24919901713","Bernal Andreu, Carla","09/04/1993","Soto Mora, Eloi","+34 XXXXXXX","+34 XXXXXXX","carla@mailintaor.com","Jurado Calvo, Emma","+34 XXXXZZZZ","+34 XXXXLLL","eloi@mailintaor.com","c/ de l'aviador Emma Jurado Calvo","L'Armentera","Albanyà","carla@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","22770355656","Cruz Alonso, Anna","27/02/1996","Espinosa Gallardo, Judit","+34 XXXXXXX","+34 XXXXXXX","anna@mailintaor.com","Montes Sabate, Anna","+34 XXXXZZZZ","+34 XXXXLLL","judit@mailintaor.com","c/ de l'aviador Anna Montes Sabate","L'Armentera","Albanyà","anna@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","79966904446","Casals Valle, Ayman","03/04/1992","Abad Pages, Bernat","+34 XXXXXXX","+34 XXXXXXX","ayman@mailintaor.com","Coll Maldonado, Joan","+34 XXXXZZZZ","+34 XXXXLLL","bernat@mailintaor.com","c/ de l'aviador Joan Coll Maldonado","L'Armentera","Albanyà","ayman@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","12188254353","Escudero Rico, Noa","05/03/1996","Salvador Castro, Víctor","+34 XXXXXXX","+34 XXXXXXX","noa@mailintaor.com","Aguilar Crespo, Carla","+34 XXXXZZZZ","+34 XXXXLLL","victor@mailintaor.com","c/ de l'aviador Carla Aguilar Crespo","L'Armentera","Albanyà","noa@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","89256085085","Sierra Ventura, Eva","25/02/1996","Guzman Villanueva, Bernat","+34 XXXXXXX","+34 XXXXXXX","eva@mailintaor.com","Castro Rojas, Judit","+34 XXXXZZZZ","+34 XXXXLLL","bernat@mailintaor.com","c/ de l'aviador Judit Castro Rojas","L'Armentera","Albanyà","eva@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","85389994106","Sancho Merino, Elsa","16/06/1990","Mateo Pons, Sergio","+34 XXXXXXX","+34 XXXXXXX","elsa@mailintaor.com","Serra Crespo, Gabriel","+34 XXXXZZZZ","+34 XXXXLLL","sergio@mailintaor.com","c/ de l'aviador Gabriel Serra Crespo","L'Armentera","Albanyà","elsa@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","20260178006","Codina Mateu, Judith","30/10/1991","Vera Vidal, Mariona","+34 XXXXXXX","+34 XXXXXXX","judith@mailintaor.com","Dominguez Tomas, Isaac","+34 XXXXZZZZ","+34 XXXXLLL","mariona@mailintaor.com","c/ de l'aviador Isaac Dominguez Tomas","L'Armentera","Albanyà","judith@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","27937416014","Cuenca Camps, Jaume","11/03/1996","Prieto Caballero, Anna","+34 XXXXXXX","+34 XXXXXXX","jaume@mailintaor.com","Cabrera Herrera, Aitana","+34 XXXXZZZZ","+34 XXXXLLL","anna@mailintaor.com","c/ de l'aviador Aitana Cabrera Herrera","L'Armentera","Albanyà","jaume@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","63440432740","Molina Escobar, Irene","18/01/1993","Castaño Montes, Ana","+34 XXXXXXX","+34 XXXXXXX","irene@mailintaor.com","Borras Marquez, Xavi","+34 XXXXZZZZ","+34 XXXXLLL","ana@mailintaor.com","c/ de l'aviador Xavi Borras Marquez","L'Armentera","Albanyà","irene@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","56545748607","Figueras Costa, Sergio","27/06/1990","Bueno Pastor, Salma","+34 XXXXXXX","+34 XXXXXXX","sergio@mailintaor.com","Requena Lorenzo, Ian","+34 XXXXZZZZ","+34 XXXXLLL","salma@mailintaor.com","c/ de l'aviador Ian Requena Lorenzo","L'Armentera","Albanyà","sergio@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","56805533290","Ribas Casanovas, Anna","04/04/1998","Aparicio Dominguez, Mariona","+34 XXXXXXX","+34 XXXXXXX","anna@mailintaor.com","Escobar Coll, Gerard","+34 XXXXZZZZ","+34 XXXXLLL","mariona@mailintaor.com","c/ de l'aviador Gerard Escobar Coll","L'Armentera","Albanyà","anna@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","78312002987","Ruiz Codina, Mario","09/10/1997","Cuenca Gimenez, Xavi","+34 XXXXXXX","+34 XXXXXXX","mario@mailintaor.com","Lozano Parra, Marcos","+34 XXXXZZZZ","+34 XXXXLLL","xavi@mailintaor.com","c/ de l'aviador Marcos Lozano Parra","L'Armentera","Albanyà","mario@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","82963746830","Sole Mas, Ainhoa","02/06/1998","Tomas Egea, Xavi","+34 XXXXXXX","+34 XXXXXXX","ainhoa@mailintaor.com","Bravo Bueno, Ona","+34 XXXXZZZZ","+34 XXXXLLL","xavi@mailintaor.com","c/ de l'aviador Ona Bravo Bueno","L'Armentera","Albanyà","ainhoa@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","45057752050","Galan Mateu, Marc","12/01/1995","Heredia Soriano, Sergio","+34 XXXXXXX","+34 XXXXXXX","marc@mailintaor.com","Millan Perez, Marc","+34 XXXXZZZZ","+34 XXXXLLL","sergio@mailintaor.com","c/ de l'aviador Marc Millan Perez","L'Armentera","Albanyà","marc@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","99033199581","Aguilera Dalmau, Jordi","25/03/1999","Moreno Mateu, Paula","+34 XXXXXXX","+34 XXXXXXX","jordi@mailintaor.com","Soto Montes, Ian","+34 XXXXZZZZ","+34 XXXXLLL","paula@mailintaor.com","c/ de l'aviador Ian Soto Montes","L'Armentera","Albanyà","jordi@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","97799983683","Bermudez Reyes, Marwa","27/11/1996","Fuentes Mata, Mireia","+34 XXXXXXX","+34 XXXXXXX","marwa@mailintaor.com","Palau Galindo, Lucas","+34 XXXXZZZZ","+34 XXXXLLL","mireia@mailintaor.com","c/ de l'aviador Lucas Palau Galindo","L'Armentera","Albanyà","marwa@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","61139713839","Merino Camacho, Clara","18/08/1990","Ribas Rojas, Clara","+34 XXXXXXX","+34 XXXXXXX","clara@mailintaor.com","Bonet Asensio, Roger","+34 XXXXZZZZ","+34 XXXXLLL","clara@mailintaor.com","c/ de l'aviador Roger Bonet Asensio","L'Armentera","Albanyà","clara@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
